index,MAL_ID,English name,Score,Genres,sypnopsis,Episodes,Aired,Popularity,Url_image,Url_source
3201,31588,All Out!!,7.09,"School, Seinen, Sports","ugby is a sport where anybody can be a star when they hold the ball. The rules are simple: one player has to carry the ball past the goalposts across the field while avoiding the other team, who are allowed to use all their force to knock the enemy down. However, the player can pass to a teammate behind them or kick the ball before they are tackled. Unlike other sports, the game continues even when the person holding the ball is taken down. Kenji Gion is a short but feisty high school freshman at Kanagawa High School. Right after the school's opening ceremony, he meets the tall and timid Sumiaki Iwashimizu, and the two of them get an invitation to observe the rugby club. When Gion watches the match, he realizes that even though big and tall guys have an advantage, there are positions for people of all shapes and sizes. Immediately convinced that he has found a sport he can excel at despite his short stature, he signs up, though Iwashimizu declines. Gion is unable to accept Iwashimizu's excuses and drags him back into the sport. Their training becomes intense as they aim to become the champions of Hanazono, the national high school rugby championships.",25,"Oct 7, 2016 to Mar 31, 2017",1534,https://cdn.myanimelist.net/images/anime/4/78649.jpg,https://myanimelist.net/anime/31588/All_Out
3320,32607,Girlish Number,6.88,Slice of Life,"College student Chitose Karasuma is determined not to do boring things as she enters the adult world. To this end, this bad-mannered beauty barges into a facility that trains would-be voice actors and actresses, somehow landing a job at ""Number One Produce,"" a seiyuu agency managed by her older brother, Gojou. In Chitose's mind, she's poised for greatness, but finds herself at a loss when she continues to only get minor roles. As she clashes with other girls in the agency, including a cunning airhead and a girl with a Kansai accent, Chitose is about to learn that there's more to succeeding in this competitive industry than she imagined. (Source: ANN)",12,"Oct 7, 2016 to Dec 23, 2016",1537,https://cdn.myanimelist.net/images/anime/3/82291.jpg,https://myanimelist.net/anime/32607/Giarlish_Number
2618,20931,Oneechan ga Kita,6.37,"Comedy, Slice of Life","The story revolves around Tomoya Mizuhara, a 13-year-old boy who suddenly gains a big sister when his father remarries. 17-year-old Ichika is a little strange, and her affection for Tomoya is rather overwhelming, if not scary. On top of things, Ichika's friend Ruri is the ultimate sadist. Then there is Ichika's big-breasted quarter-Japanese friend Marina. (Source: ANN)",12,"Jan 9, 2014 to Mar 27, 2014",1538,https://cdn.myanimelist.net/images/anime/3/56415.jpg,https://myanimelist.net/anime/20931/Oneechan_ga_Kita
3557,34392,One Room,5.57,Slice of Life,"Having just moved into a new apartment building, Yui Hanasaka makes a customary visit to greet her neighbor. When she learns that he is an upperclassman at the university she aspires to attend, she asks for his help to pass her entrance exams. Meanwhile, Natsuki Momohara decides to visit her older brother, who lives alone in an apartment in Tokyo. Elsewhere, aspiring singer Moka Aoshima reunites with her childhood friend, who is a hopeful novelist. Three stories, although seemingly unrelated, contain the same essence: strings of fate will bind together those who share the same destiny, and one needs to look no further than a single apartment room.",12,"Jan 11, 2017 to Mar 29, 2017",1539,https://cdn.myanimelist.net/images/anime/9/83777.jpg,https://myanimelist.net/anime/34392/One_Room
2149,11783,Dog Days',7.09,"Action, Adventure, Magic, Fantasy","Cinque returns to the land of Flonyard in Dog Days' to resume his duties as the hero of the Biscotti Republic and it's as though he never left! The difference this time is that he's brought two friends with him who become heroes in their own right: childhood best friend Rebecca Anderson, who becomes the hero for the Principality of Pastillage at the urging of their leader Princess Couvert Eschenbach Pastillage, and his cousin Nanami Takatsuki, who becomes the hero for the Galette Lion Dominion. As with the first season though, with so many secrets to be uncovered and mysteries to be solved, will there even be time for the athletic events that these three hyper and athletic teenagers love to participate in so much?",13,"Jul 7, 2012 to Sep 29, 2012",1544,https://cdn.myanimelist.net/images/anime/9/42105.jpg,https://myanimelist.net/anime/11783/Dog_Days
1630,6377,Zan Sayonara Zetsubou Sensei,7.91,"Comedy, Parody, School, Shounen","Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before. (Source: ANN)",13,"Jul 5, 2009 to Sep 27, 2009",1545,https://cdn.myanimelist.net/images/anime/5/14728.jpg,https://myanimelist.net/anime/6377/Zan_Sayonara_Zetsubou_Sensei
3744,35821,Chio's School Road,7.45,"Comedy, Seinen","For the average Japanese high school student, walking to school can be a chore, but for first-year Chio Miyamo, it's always an adventure. Constantly running late due to her long night sessions playing video games, she is forced to come up with new routes to make it to Samejima Private Academy on time. On her many bizarre journeys to school, Chio contends with obstacles like street-blocking detours, overzealous kabaddi players, and befuddled motorcycle gang leaders. But these minor hindrances are no match for the special ops training that Chio, AKA the legendary assassin ""Bloody Butterfly,"" has received from her extensive gaming obsession. Together with her best friends Manana Nonomura and Yuki Hosokawa, Chio will do whatever it takes to avoid her school's harsh penalties for tardiness.",12,"Jul 6, 2018 to Sep 21, 2018",1547,https://cdn.myanimelist.net/images/anime/1073/95042.jpg,https://myanimelist.net/anime/35821/Chio-chan_no_Tsuugakuro
3934,37379,Chihayafuru 3,8.52,"Game, Slice of Life, Sports, Drama, School, Josei","g the high school team tournament was a great accomplishment for the Mizusawa members. Each of them has made great strides in improving themselves, and the victory symbolizes how far they've come. But after accomplishing one goal, their individual aims are within reach. Chihaya Ayase has her sights set on Wakamiya Shinobu and the title of Queen, and now that Taichi Mashima has made it into Class A, he can finally compete against Arata Wataya. Everyone in Mizusawa wants to get better, and there's no telling what the future holds if they keep trying.",24,"Oct 23, 2019 to Mar 25, 2020",1548,https://cdn.myanimelist.net/images/anime/1898/110709.jpg,https://myanimelist.net/anime/37379/Chihayafuru_3
2753,23209,Celestial Method,6.77,"Drama, Fantasy, School, Slice of Life","group of friends—Nonoka Komiya, Koharu Shiihara, Shione Togawa, and twins Yuzuki and Souta Mizusaka—once attempted to summon a flying saucer to grant their wishes. After thinking that they failed, they called it a day. However, soon afterward, Nonoka abruptly moved out of Kiriya City, breaking the bond of their circle. Little did the group know, they were successful and the saucer has been floating in the sky since then, waiting to fulfill its purpose. Seven years later, Nonoka returns to Kiriya, all but forgetting everything regarding her life there. She meets Noel, a little girl wearing strange clothes, and through her, Nonoka begins to remember the past and the friends she left behind. From there, she strives to reforge her severed relationship with the others as she uncovers the mysteries connecting Noel, the saucer, and the wishes they once cherished together.",13,"Oct 5, 2014 to Dec 28, 2014",1549,https://cdn.myanimelist.net/images/anime/10/62485.jpg,https://myanimelist.net/anime/23209/Sora_no_Method
41,76,Magical Girl Lyrical Nanoha,7.42,"Action, Comedy, Drama, Magic, Super Power","Nanoha Takamachi, an ordinary third-grader who enjoys spending time with her family and friends, rescues an injured ferret that she had dreamed about the night before. The next day, the ferret cries out to her telepathically, asking Nanoha to save him. The ferret reveals himself to be Yuuno Scrya, a mage from another world who is trying to collect the dangerous 21 Jewel Seeds that he accidentally scattered across the world. He enlists Nanoha's help, gifting her the magical wand Raising Heart, and teaches her how to become a powerful mage. Days later, after reclaiming a few of the Jewel Seeds, another mage appears: Fate Testarossa. Stronger than Nanoha, Fate refuses to divulge her reasons in trying to collect the Jewel Seeds. Nanoha senses a melancholy in her eyes, but Fate refuses to communicate. Directed by Akiyuki Shinbo, Mahou Shoujo Lyrical Nanoha is a story about the clash of emotions when goals collide.",13,"Oct 3, 2004 to Dec 26, 2004",1550,https://cdn.myanimelist.net/images/anime/7/6770.jpg,https://myanimelist.net/anime/76/Mahou_Shoujo_Lyrical_Nanoha
1239,3713,Hell Girl:Three Vessels,7.65,"Mystery, Psychological, Supernatural","Following the events of Jigoku Shoujo Futakomori , Ai Enma, the Hell Girl, has disappeared. Her former companions decide to lead normal lives, until their absent mistress returns to them with a new companion, and in a way that none of them anticipated. Yuzuki Mikage is a normal schoolgirl who soon comes to understand the Hell Girl on an intimate level. During a dream-like trance in the bathtub, Ai kisses Yuzuki and possesses her. So when Yuzuki's friend decides to type in the name of their teacher in the Hell Correspondence website, Ai makes use of Yuzuki's body to accomplish her own task of ferrying the teacher's soul to hell. Yuzuki is disturbed by her new circumstances and wonders why she was chosen to continue Ai's work. Unfortunately for her, the Hell Girl and her assistants resume operation of Hell Correspondence, and she is dragged along for the ride towards hell itself.",26,"Oct 4, 2008 to Apr 4, 2009",1553,https://cdn.myanimelist.net/images/anime/11/86976.jpg,https://myanimelist.net/anime/3713/Jigoku_Shoujo_Mitsuganae
